symbol	Protein Length	Kinome	DING	Ontogen	Foundation	RAS_Pathway
SLC34A2	690				SLC34A2	
CNGA1	690					
HDX	690					
FCHSD1	690					
LNX2	690					
ADGRL4	690					
ARHGEF4	690					
SLC27A5	690					
ADRBK1	689	ADRBK1				
ZNF185	689					
ATXN1L	689					
THOP1	689					
COL9A2	689					
CEP78	689					
TMEM214	689					
C3orf67	689					
MEPCE	689					
PTCD3	689					
SP110	689					
PRDM8	689					
ACSS1	689					
ADRBK2	688	ADRBK2				
SRPK2	688	SRPK2				
SCEL	688					
C1S	688					
ZBTB48	688					
TBC1D25	688					
SEL1L2	688					
USP49	688					
ZNF420	688					
SCLT1	688					
NOL10	688					
TGM2	687					
CLCNKA	687					
CLCNKB	687					
PATZ1	687					
SDAD1	687					
SLC22A23	686					
AGAP5	686					
MASP2	686					
LCMT2	686					
EOMES	686					
ZNF7	686					
TAP2	686					
ZNF569	686					
WDR93	686					
XKR5	686					
MAMDC2	686					
RHPN2	686					
LRRC49	686					
HSPA12B	686					
ACSS3	686					
EPB41L4A	686					
IL1RAPL2	686					
PLK2	685	PLK2				
RNF103	685					
UBC	685					
GALC	685					
SLC3A1	685					
STIM1	685					
SPTY2D1	685					
C18orf63	685					
BMPER	685					
DLL4	685					
RNF6	685					
CAPN14	684					
SKIL	684					
TGM4	684					
GPSM2	684			GPSM2		
COL9A3	684					
SETMAR	684					
CCDC62	684					
SPPL2C	684					
FOXRED2	684					
TXLNB	684					
SCFD2	684					
KBTBD7	684					
CPSF3	684					
HBS1L	684					
PRKCH	683	PRKCH				
ZNF263	683					
PRPF3	683					
LRCH4	683					
ABLIM3	683					
THOC5	683					
TGFBI	683					
DIXDC1	683					
SLC27A3	683					
SV2B	683					
CKAP2	683					
ITPKC	683					
ACSL5	683					
ZNF510	683					
GFPT2	682					
ZNF16	682					
ZNF45	682					
TBR1	682					
ATF7IP2	682					
TTC39B	682					
TCF12	682		TCF12	TCF12		
PAK6	681	PAK6				
MPHOSPH10	681					
RAD17	681					
SLC5A9	681					
MCMDC2	681					
ESRP1	681					
SAMD11	681					
ACOX2	681					
GAS2L1	681					
C9orf96	680	C9orf96				
GNPAT	680					
COL10A1	680					
HEATR3	680					
FOXP4	680					
STKLD1	680					
FERMT2	680					
PHF21A	680					
TP63	680					
UNKL	680					
ZNF334	680					
HSPA9	679					
ASTE1	679					
LRIT3	679					
MISP	679					
ZNF283	679					
SLC20A1	679					
MS4A14	679					
RNF157	679					
C11orf95	678					
KHNYN	678					
SLC25A12	678					
ABCG1	678					
OVGP1	678					
GAS6	678					
PARP15	678					
ERMARD	678					
VIT	678					
DHX58	678					
ZNF665	678					
ZBTB5	677					
CHGB	677					
GLB1	677					
POR	677					
TAF6	677					
WDR43	677					
TMCO3	677					
WDTC1	677					
WDR48	677					
BRF1	677					
PANX2	677					
FERMT1	677					
FOXP1	677			FOXP1		
OGFR	677					
PRKCD	676	PRKCD				
ALOX15B	676					
PROS1	676					
KCNQ1	676					
ZNF418	676					
IFT81	676					
EXTL1	676					
UROC1	676					
TCF25	676					
LIMD1	676					
GAB2	676					
BMX	675	BMX				
ARHGEF37	675					
HSPA12A	675					
NEXN	675					
DPY19L1	675					
GPSM1	675					
REXO1L1P	675					
MPP5	675					
SLC5A11	675					
SLC25A13	675					
CCDC154	674					
XPNPEP2	674					
PPP1R15A	674					
RGS9	674					
ALOX5	674					
DMWD	674					
FIGNL1	674					
ZNF534	674					
ZNF429	674					
KBTBD6	674					
CLASRP	674					
NDC1	674					
SAMD15	674					
DBF4	674					
PALM3	673					
FOXO3	673					
LZTS3	673					
ANXA6	673					
FXR2	673					
ZBTB16	673					
KIZ	673					
VASN	673					
TTLL10	673					
ARMC8	673					
KIF2B	673					
ZNF433	673					
KIFC1	673					
ABCG8	673					
PRKCA	672	PRKCA				
SLC5A2	672					
ZBTB33	672					
AACS	672					
DAGLB	672					
SHCBP1	672					
TTC25	672					
STRBP	672					
CAPN10	672					
GPCPD1	672					
RIPK1	671	RIPK1				
PRKG1	671	PRKG1				
SORBS3	671					
SRP72	671					
PRKCB	671					
HAP1	671					
AMER2	671					
SYTL4	671					
ZNF251	671					
ZNF282	671					
ZNF443	671					
ZNF233	670					
LCA5L	670					
ATF6	670					
SLCO1A2	670					
TRAF7	670					
ZNF551	670					
NBPF15	670					
RHPN1	670					
ZNF526	670					
LRRC45	670					
CCDC114	670					
PRAM1	670					
DDX18	670					
ANGEL1	670					
FAM169A	670					
GTPBP1	669					
GLS	669					
CLPTM1	669					
SCNN1A	669					
MMP15	669					
CAPN13	669					
DYM	669					
PRPF39	669					
GUF1	669					
TSPEAR	669					
SLC9A6	669					
HDAC10	669					
RBM14	669					
LZTS2	669					
FEM1A	669					
ZMYM5	669					
HIF3A	669					
PIP5K1C	668					
MTA2	668					
CD6	668					
FAM189B	668					
C19orf57	668					
TYW1B	668					
BEST3	668					
GOLGA6L1	668					
MID1	667					
TCF4	667			TCF4		
OS9	667					
SIM2	667					
FERMT3	667					
IL17RE	667					
STRA6	667					
TUBGCP4	667					
TNK1	666	TNK1				
CAMK2B	666	CAMK2B				
SEMA7A	666					
ZNF844	666					
ACSBG2	666					
ZNF311	666					
TMEM201	666					
APBB1IP	666					
DDX51	666					
LEO1	666					
FZD3	666					
NRXN2	666					
BFSP1	665					
MTMR1	665					
KIF22	665					
TTC30A	665					
ZNF573	665					
TTC30B	665					
GIMAP8	665					
SH3KBP1	665					
ZNF333	665					
CCDC138	665					
WRNIP1	665					
DUSP16	665					
RPAP3	665					
PADI2	665					
LMNA	664					
SLC5A1	664					
SDHA	664				SDHA	
SPARCL1	664					
CNGA2	664					
ZNF800	664					
ZNF710	664					
RBBP8NL	664					
APPL2	664					
RNF139	664					
ALKBH8	664					
CHFR	664					
PADI3	664					
ZNF44	663					
ALOX12	663					
RAP1GAP	663					
AGAP6	663					
HGSNAT	663					
ARHGAP18	663					
CTCFL	663					
RNF145	663					
AGAP4	663					
ZIC5	663					
ELF4	663			ELF4		
TM9SF2	663					
SYBU	663					
PADI1	663					
PADI4	663					
DDX3X	662		DDX3X	DDX3X		
AKAP10	662					
ALOX15	662					
ZNF17	662					
HDC	662					
MX1	662					
IL12RB1	662					
LRRC32	662					
FASTKD3	662					
GRAMD1C	662					
RAPGEFL1	662					
GGT7	662					
NUAK1	661	NUAK1				
F13B	661					
PMEL	661					
ZNF81	661					
UBASH3A	661					
PUS7	661					
CD180	661					
WDR26	661					
JPH1	661					
CRTAC1	661					
SLC24A2	661					
DDX3Y	660					
FLRT2	660					
MMP2	660			MMP2		
RARS	660					
FOXK2	660					
CACNB2	660					
ACOX1	660					
FAM161A	660					
ZNF540	660					
REPS2	660					
NEDD1	660					
POMGNT1	660					
SCMH1	660					
ANO10	660					
MTMR7	660					
BTK	659	BTK			BTK	
ZNF254	659					
ZNF853	659					
ABCD3	659					
MEX3C	659					
CEP76	659					
SSH3	659					
ZNF304	659					
TRMT1	659					
SLC5A4	659					
AGPS	658					
SLC28A2	658					
ENG	658					
CPT2	658					
SLC7A2	658					
ZNF135	658					
TSNAXIP1	658					
LSG1	658					
INTS9	658					
TMEM232	657					
FAM200B	657					
HAL	657					
PTPRR	657					
ZNF630	657					
SASS6	657					
TIPARP	657				TIPARP	
GALNT7	657					
SLC44A1	657					
EDEM1	657					
THOC1	657					
C19orf44	657					
COG6	657					
CHML	656					
MTHFR	656					
EWSR1	656				EWSR1	
CCDC27	656					
ANKS3	656					
LRRC43	656					
C1orf127	656					
SLC26A7	656					
NUP85	656					
CXXC1	656					
SRPK1	655	SRPK1				
TNFRSF21	655					
ACADVL	655					
HGFAC	655					
FOXO1	655					
FGD2	655					
NLRP10	655					
LMLN	655					
KATNB1	655					
UBQLN3	655					
LY9	655					
SMPD3	655					
KLHL13	655					
KCND3	655					
ABCG2	655					
HSPA5	654					
TCF3	654					
ZNF133	654		ZNF133			
TNFAIP2	654					
GLB1L	654					
NGLY1	654					
SERAC1	654					
COL25A1	654					
SPHK2	654					
WDR70	654					
FIGNL2	653					
PPEF1	653					
CBFA2T3	653					
TMCC1	653					
KCNA4	653					
CHM	653					
MAN1A1	653					
IDUA	653					
TRIM32	653					
SLC44A3	653					
GLB1L3	653					
ZNF274	653					
RAB11FIP5	653					
SHCBP1L	653					
LRRC4	653					
NYAP2	653					
ZNF432	652					
GP1BA	652					
SLC20A2	652					
PICALM	652					
CPZ	652					
OLFML2A	652					
CCDC81	652					
GGN	652					
MON1A	652					
C12orf40	652					
SPATA13	652					
CD93	652					
MELK	651	MELK				
PIAS1	651					
GUSB	651					
CYLC1	651					
NUMB	651					
ZNF816	651					
MEX3D	651					
ABCG5	651					
TDRD3	651					
BRD7	651		BRD7			
MED17	651			MED17		
RRN3	651					
APLP1	650					
XKR4	650					
MTMR14	650					
LILRB1	650					
DUS3L	650					
RNPEP	650					
SLC23A2	650					
FAF1	650			FAF1		
SLC28A1	649					
EML2	649					
RECQL	649					
SCNN1G	649					
DBN1	649					
TXNRD1	649					
PAOX	649					
LSR	649					
UBASH3B	649					
FLRT3	649					
DCLK3	648	DCLK3				
FOXN1	648					
ZNF202	648					
ATAD3B	648					
ZNF595	648					
AVL9	648					
SLC2A13	648					
ZCWPW1	648					
TBC1D17	648					
DDX43	648					
ADCK3	647	ADCK3				
LIMK1	647	LIMK1				
DLAT	647					
MAP9	647					
SLC39A4	647					
ZNF567	647					
C17orf53	647					
ASIC4	647					
FAM161B	647					
WAC	647					
KCND1	647					
CEP72	647					
LRWD1	647					
FZD1	647					
WEE1	646	WEE1				
PLK3	646	PLK3				
HSPA8	646			HSPA8		
MCAM	646					
SLC27A1	646					
ZNF493	646					
PPWD1	646					
ZNF503	646					
KIF12	646					
ABCG4	646					
FLRT1	646					
AKAP8L	646					
NEK11	645	NEK11				
DYNC1I1	645					
PDIA4	645					
ARHGAP25	645					
SYT16	645					
DARS2	645					
SLC9A9	645					
SUGP1	645					
FAM47B	645					
ZNF681	645					
ZFP64	645					
MMP24	645					
ECD	644					
KNG1	644					
KRT1	644					
PABPC4	644					
TTLL12	644					
ZNF74	644					
ZNF568	644					
ZNF746	644					
KLHL34	644					
FUBP1	644		FUBP1	FUBP1	FUBP1	
SLC24A3	644					
INPP5E	644					
SENP1	644					
ZNF23	643					
HSPA6	643					
TMEM62	643					
MTMR2	643					
THEMIS2	643					
SLC27A4	643					
TXNRD3	643					
PJA1	643					
ENOX1	643					
MAGEC3	643					
SLC5A5	643					
SLCO2A1	643					
ZNF799	643					
ASNSD1	643					
AMFR	643					
NDC80	642					
ZNF14	642					
ZNF699	642					
TIGD5	642					
KLHL17	642					
ZNF398	642					
SCFD1	642					
TM9SF4	642					
MCMBP	642					
SLC6A14	642					
IVNS1ABP	642					
MAN1A2	641					
ZNF780A	641					
EPN2	641					
HSPA1A	641					
HSPA1B	641					
HSPA1L	641					
XKR6	641					
ZNF605	641					
THEMIS	641					
ZNF709	641					
PIF1	641					
WBP11	641					
CAPN6	641					
SH3D21	640					
SLCO1B7	640					
ELL2	640					
CAPN5	640					
UMOD	640					
ALAS1	640					
SCNN1B	640					
NRG1	640					
PCK2	640					
EFHC1	640					
PHLDB3	640					
ZNF549	640					
GBP4	640					
LRRC4C	640					
UBA2	640					
PARN	639					
EYA4	639					
ZNF182	639					
KRT2	639					
PEX5	639					
HSPA2	639					
SLC34A1	639					
SF1	639		SF1			
ILDR2	639					
CREBRF	639					
GALNT15	639					
CTTNBP2NL	639					
GGA1	639					
CD2AP	639					
CLK3	638	CLK3				
LIMK2	638	LIMK2				
NOL4	638					
KLKB1	638					
GHR	638					
PCSK2	638					
ZNF143	638					
ZP1	638					
KRT76	638					
DYNC1I2	638					
ZMAT1	638					
NBPF6	638					
GBP7	638					
TRIM47	638					
NBPF4	638					
C5orf34	638					
KCNC2	638					
PRMT5	637					
GCLC	637					
RAB11FIP4	637					
MPP4	637					
GALNT8	637					
NRXN3	637					
PABPC1	636			PABPC1		
TNIP1	636					
ZNF790	636					
IL27RA	636					
NOP9	636					
GLB1L2	636					
ZFP90	636					
ARNTL2	636					
SLC6A7	636					
PAPOLB	636					
MOCS1	636					
ODF2L	636					
SYK	635	SYK		SYK	SYK	
SLC7A4	635					
MPL	635				MPL	
SLC6A8	635					
KCNC4	635					
LRFN4	635					
SLC5A6	635					
ZBTB22	634					
PHACTR2	634					
KLHL22	634					
TMCO4	634					
SLC6A19	634					
CRTC1	634					
RNF207	634					
LMNTD2	634					
KIAA2013	634					
GTPBP4	634					
KLHL31	634					
POT1	634					
ATAD3A	634					
HNRNPR	633					
CLPX	633					
HAUS5	633					
XRCC1	633					
GALNT3	633					
GBP6	633					
GATAD2A	633					
GSTCD	633					
ZSWIM2	633					
CABLES1	633					
NBPF3	633					
CPNE7	633					
ICK	632	ICK				
ILVBL	632					
GOLGA8IP	632					
GOLGA8O	632					
ZNF860	632					
GOLGA8J	632					
GOLGA8N	632					
GOLGA8M	632					
GOLGA8Q	632					
SH2B2	632					
GOLGA8H	632					
SLC6A11	632					
FMR1	632			FMR1		
ZNF792	632					
ARMCX2	632					
ZDHHC17	632					
RACGAP1	632					
EPN3	632					
GABRQ	632					
TEC	631	TEC				
ANTXRL	631					
GOLGA8A	631					
GOLGA8T	631					
GOLGA8R	631					
RAD21	631		RAD21	RAD21	RAD21	
LILRB3	631					
RPN2	631					
DCAF8L2	631					
SMPD1	631					
HNF1A	631			HNF1A	HNF1A	
CCDC93	631					
DDX53	631					
SPAG16	631					
TBRG4	631					
PABPC3	631			PABPC3		
DEF6	631					
RNF112	631					
VPS9D1	631					
EIF2AK1	630	EIF2AK1				
PP2D1	630					
SLC3A2	630					
PLS3	630					
SLC6A4	630					
MSLN	630					
TRIM25	630					
PARP6	630					
TRIM41	630					
CCDC120	630					
PRDM5	630					
MAN1C1	630					
KCND2	630					
ZFP37	630					
DMPK	629	DMPK				
DYRK1B	629	DYRK1B				
EFCAB7	629					
ZNF195	629					
SUSD5	629					
SLC7A1	629					
PLS1	629					
IL23R	629					
DACT3	629					
NUAK2	628	NUAK2				
FBXO21	628					
KRT3	628					
BCAM	628					
MBTD1	628					
ZNF528	628					
GSPT2	628					
ZNF555	628					
JPH4	628					
SLC6A18	628					
SNX18	628					
LRFN3	628					
NTN4	628			NTN4		
KLHL14	628					
ASH2L	628					
PIAS3	628					
ZNF264	627					
CCDC22	627					
DTNB	627					
LCP1	627			LCP1		
CHRNA4	627					
ZNF805	627					
ZNF442	627					
SRP68	627					
FEM1B	627					
ZNF256	627					
TESK1	626	TESK1				
ADCK2	626	ADCK2				
MAP3K3	626	MAP3K3				
ARNTL	626			ARNTL		
ZNF189	626					
MAG	626					
CRAT	626					
ANKRD13B	626					
PEX5L	626					
COLGALT2	626					
GRHL3	626					
NR4A3	626					
JAKMIP1	626					
ZNF471	626					
NXF2B	626					
NXF2	626					
TKTL2	626					
WDR76	626					
SLC13A4	626					
SAMHD1	626					
IRAK2	625	IRAK2				
ENO4	625					
GOLGA8S	625					
F11	625					
DUSP8	625					
GCKR	625					
CLINT1	625					
GRHL2	625					
TRMT2A	625					
RMI1	625					
LRRIQ3	624					
PAPSS1	624					
KEAP1	624		KEAP1	KEAP1	KEAP1	
FDXACB1	624					
ACTR8	624					
RLIM	624					
PKD2L2	624					
UBQLN2	624					
COL4A3BP	624					
MAK	623	MAK				
SYNCRIP	623			SYNCRIP		
KBTBD11	623					
ZNF30	623					
TKT	623					
KRT9	623					
ZNF131	623					
KBTBD12	623					
GDPD4	623					
KBTBD2	623					
CCDC185	623					
L3MBTL4	623					
IRGQ	623					
XPNPEP1	623					
LRIT1	623					
ABCF2	623					
FANCG	622				FANCG	
MATN4	622					
F2	622					
ZNF728	622					
PRLR	622					
PCK1	622					
ARHGAP40	622					
PGM2L1	622					
LRRC70	622					
DTX2	622					
ZDHHC13	622					
C12orf56	622					
CFAP206	622					
COLGALT1	622					
GALNT6	622					
SLC24A4	622					
CCDC17	622					
FRMD6	622					
KLC2	622					
DDX41	622					
SOX13	622					
FOXJ3	622					
TAF6L	622					
TMEM200C	621					
GPAA1	621					
PIAS2	621					
TOX4	621					
ASMTL	621					
FXR1	621			FXR1		
ELL	621					
KLHL40	621					
KLHL6	621				KLHL6	
DNAJC2	621					
ACAD9	621					
EXD2	621					
FBXL4	621					
MTMR6	621					
ITK	620	ITK				
SLC27A2	620					
PRC1	620					
SLC6A6	620					
ZNF93	620					
SLC6A3	620					
LMNB2	620					
CDC16	620					
TMEM259	620					
RANBP10	620					
DTX1	620					
GLIS1	620					
LINGO1	620					
KLHL32	620					
KLHL8	620					
ZAP70	619	ZAP70				
MAP3K2	619	MAP3K2				
ZBTB7C	619					
ELF1	619			ELF1		
REL	619				REL	
DDX59	619					
CRTC3	619			CRTC3		
ATG16L2	619					
SLC7A3	619					
ZNF668	619					
BUD13	619					
TCF7L2	619		TCF7L2	TCF7L2		
KLC4	619					
NXF1	619					
DTX4	619					
SLC27A6	619					
BIRC2	618					
SLC5A12	618					
RHOT2	618					
RHOT1	618			RHOT1		
ZNF48	618					
DLL3	618					
GRHL1	618					
GUCY1B2	617					
GLCE	617					
DBH	617					
SCG2	617					
SLC6A2	617					
ATP6V1A	617					
GPR50	617					
ETFDH	617					
ZNF613	617					
ZNF813	617					
SYVN1	617					
DCP1B	617					
SLC2A12	617					
RSC1A1	617					
FEM1C	617					
FNBP1	617					
VPS33B	617					
KLHL9	617					
ZNF221	617					
HIPK4	616	HIPK4				
RPA1	616					
RFX5	616					
KLHL36	616					
CSTF2T	616					
SPAST	616					
ENTPD4	616					
TNFRSF11A	616					
TBKBP1	615					
MEN1	615		MEN1	MEN1	MEN1	
VGF	615					
PRICKLE3	615					
F12	615					
LBR	615					
KLHL26	615					
ANKLE1	615					
DBF4B	615					
ZNF653	615					
ACSF2	615					
HIC2	615					
NUB1	615					
PAPSS2	614					
DDX5	614			DDX5		
NR1D1	614					
ACHE	614					
SLC6A12	614					
BPIFB4	614					
NCOA4	614					
ANKRD55	614					
PABPC1L	614					
MSL1	614					
ZSCAN2	614					
ZNF276	614					
SSX2IP	614					
GPR37	613					
AIFM1	613					
KCNA5	613					
SP2	613					
TTC39A	613					
PPP1R18	613					
MOXD1	613					
PODN	613					
CCDC116	613					
IGSF8	613					
RUNDC1	613					
GGA2	613					
MAU2	613					
OTOP1	612					
RPAP2	612					
KBTBD3	612					
ITFG1	612					
LPP	612					
PGM2	612					
ZNF354B	612					
COG8	612					
BTBD9	612					
TMEM181	612					
CROT	612					
SRRM4	611					
RHOBTB3	611					
KAT7	611					
LTA4H	611					
EIF4B	611					
PLEKHN1	611					
ABLIM2	611					
AHCYL2	611					
FAM111A	611					
ALG9	611					
CLGN	610					
WDR46	610					
ZNF823	610					
SELE	610					
ENOX2	610					
NKPD1	610					
SYTL3	610					
ZNF667	610					
RETSAT	610					
SLC23A3	610					
SLC5A8	610					
NT5C1B	610					
MYNN	610					
ALB	609		ALB			
AFP	609					
XRCC6	609					
PDE12	609					
GPR153	609					
ZNF571	609					
RTKN2	609					
ZNF527	609					
C17orf80	609					
POGK	609					
KLHL20	609					
NUMBL	609					
KLHL10	608					
CARM1	608			CARM1		
PLCZ1	608					
DENND6A	608					
GALNT11	608					
NPLOC4	608					
TDP1	608					
RYK	607	RYK				
GOLGA8K	607					
FPGT	607					
TBX18	607					
RPN1	607					
GNL1	607					
MMP16	607					
RAP1GDS1	607					
ATG16L1	607					
TCTN3	607					
GALNT18	607					
EPM2AIP1	607					
CUZD1	607					
ENTHD1	607					
ACOT11	607					
ACTR5	607					
MAP3K7	606	MAP3K7				
ABCD4	606					
TM9SF1	606					
KLHL41	606					
WDR1	606					
SCARA3	606					
LINGO2	606					
SLC26A11	606					
RAVER1	606					
SCAI	606			SCAI		
RUFY2	606					
ZNF214	606					
MAGED2	606					
ZNF652	606					
PPM1D	605		PPM1D	PPM1D		
ZNF354A	605					
USP2	605					
IGFALS	605					
FNBP1L	605					
NCAPH2	605					
NEIL3	605					
FAM71B	605					
GDPD5	605					
SPDL1	605					
HS6ST2	605					
AIFM3	605					
DNAI2	605					
PODXL2	605					
MBD1	605					
BTRC	605					
ZSCAN12	604					
CBFA2T2	604					
NTN1	604					
PTGS2	604					
RUNX1T1	604					
BIRC3	604					
ERV3-1	604					
ME3	604					
KLHL15	604					
ZNF300	604					
ENTPD7	604					
PLK1	603	PLK1				
GOLGA8B	603					
MT-ND5	603					
PRSS56	603					
NR2C1	603					
ZNF415	603					
MTM1	603					
ZNF169	603					
HAUS3	603					
FBXO46	603					
GALNT10	603					
METTL25	603					
GALNT9	603					
MMP17	603					
BCHE	602					
CKAP4	602					
PPP2R5D	602					
ZMYND11	602					
SLC47A2	602					
LCORL	602					
SLC13A3	602					
TBX15	602					
EBF4	602					
GTPBP2	602					
MEGF9	602					
LRRC40	602					
SLC6A13	602					
GLS2	602					
DYRK2	601	DYRK2				
PPP2R1B	601					
ZNF90	601					
TRIP10	601			TRIP10		
GALNTL6	601					
ESCO2	601					
KBTBD8	601					
TOP1MT	601					
CDK5RAP1	601					
C1orf116	601					
UBQLN4	601					
HMGXB4	601					
DCAF8L1	600					
PRODH	600					
MED26	600					
LMOD1	600					
ZNF543	600					
GPR107	600					
DCAF15	600					
KLHL24	600					
DDX55	600					
IFT74	600					
MLPH	600					
KRT84	600					
ST6GALNAC1	600					
MYEF2	600					
IL18RAP	599					
CENPB	599					
PTGS1	599			PTGS1		
SLC6A1	599					
AFM	599					
ABCE1	599					
ZC3H12A	599		ZC3H12A			
ARSJ	599					
ZNF343	599					
ZNF530	599					
SLC34A3	599					
DACH2	599					
SPATA7	599					
ANAPC7	599					
DDX52	599					
IGF2BP2	599					
CTIF	598					
NR4A1	598					
NR4A2	598			NR4A2		
CACNB1	598					
POLA2	598					
IQCB1	598					
C1orf94	598					
FBXW8	598					
LILRB2	598					
PANK1	598					
EFCC1	598					
SLC23A1	598					
CDYL	598					
FRMD3	597					
GOLGA8CP	597					
SRRM3	597					
RNGTT	597					
C4BPA	597					
KARS	597					
HSP90AB3P	597					
DCAF8	597					
CEP70	597					
UNC93B1	597					
GAN	597					
BRD9	597					
UTP6	597					
NDOR1	597					
KLHL21	597					
CDC23	597					
PRKCI	596	PRKCI			PRKCI	
MYLK2	596	MYLK2				
IRAK3	596	IRAK3				
SLC5A10	596					
NR2C2	596					
TKTL1	596					
EEFSEC	596					
HSF5	596					
CEACAM20	596					
OTOP3	596					
NET1	596					
VPS33A	596					
PDLIM5	596					
EBF3	596					
LZTS1	596					
CCDC151	595					
ESR1	595		ESR1		ESR1	
TNFRSF8	595					
PTPN6	595					
NF2	595		NF2	NF2	NF2	
ZNF85	595					
CERCAM	595					
ZNF467	595					
ZNF440	595					
GATA6	595				GATA6	
SIGLEC12	595					
ZNF317	595					
P2RX7	595					
SLC13A1	595					
GBP3	595					
PRDM6	595					
SNX9	595					
NOP56	594					
STXBP1	594					
ARID5A	594					
FIP1L1	594			FIP1L1		
SETD3	594					
CCDC36	594					
FAM71A	594					
ZBED8	594					
CHDH	594					
GLMN	594					
KLHDC7B	594					
GAD1	594					
MTA3	594					
ZNF416	594					
A1CF	594					
CDC14A	594					
SLC22A14	594					
RBM47	593					
BIN1	593					
PDE9A	593					
KLHL2	593					
GRN	593					
PTPN9	593					
ARSD	593					
PTH1R	593					
ELF2	593					
STXBP2	593					
ZNF284	593					
CRY2	593					
LINGO4	593					
PGBD3	593					
BBS1	593					
EPS8L3	593					
GATAD2B	593					
MARS2	593					
ARID3A	593					
BEGAIN	593					
CPNE5	593					
MTF2	593					
PRKCZ	592	PRKCZ		PRKCZ		
CDKL3	592	CDKL3				
PI4KAP2	592					
STXBP3	592					
LINGO3	592					
CANX	592					
ATIC	592			ATIC		
GBP1	592					
SLC13A2	592					
PROX2	592					
PGBD2	592					
FRRS1	592					
BRAP	592					
RNF180	592					
SPPL2B	592					
HPSE2	592					
TAF15	592					
EYA1	592					
TTLL2	592					
SLC6A20	592					
TSKS	592					
FZD9	591					
C8B	591					
CTPS1	591					
GBP2	591					
SLC19A1	591					
PXN	591					
SPATC1	591					
ENAH	591					
CCDC148	591					
TIGD1	591					
ZWILCH	591					
EBF1	591					
GRK5	590	GRK5				
LILRB5	590					
KRT5	590					
CHRM3	590					
ARSF	590					
PWWP2B	590					
SBSN	590					
LRRTM4	590					
NELFCD	590					
ANKRD13A	590					
C7orf31	590					
ZNF578	590					
ZNF285	590					
NPAS1	590					
SYT3	590					
ZNF703	590				ZNF703	
ENC1	589					
TAF5L	589					
ZNF806	589					
HNRNPL	589					
PPP2R1A	589		PPP2R1A	PPP2R1A	PPP2R1A	
ARSE	589					
EGR4	589					
FAM117B	589					
CPEB2	589					
ZBTB46	589					
CLEC4F	589					
SLC17A8	589					
PLBD2	589					
POF1B	589					
CSRNP1	589					
KLHL25	589					
SENP2	589					
TM9SF3	589					
FARSB	589					
UBQLN1	589					
DYRK3	588	DYRK3				
CAMKK2	588	CAMKK2				
PES1	588					
DAB1	588					
CCIN	588					
TRIM29	588					
GPR162	588					
TAF1B	588					
SLFN12L	588					
NME8	588					
ZNF676	588					
ASB15	588					
ZNF599	588					
TCF7L1	588					
MAPK4	587	MAPK4				
ASB14	587					
ALAS2	587					
RANGAP1	587					
FPGS	587					
TCTN1	587					
IRF2BP2	587					
C14orf39	587					
FLAD1	587					
NACC2	587					
ZNF496	587					
ASB2	587					
SACM1L	587					
KLHL3	587					
SLU7	586					
EZR	586				EZR	
LMNB1	586					
GGT5	586					
ZNF92	586					
CRY1	586					
ACSM3	586					
TCERG1L	586					
RFX8	586					
MFSD6L	586					
KLHL7	586					
CLHC1	586					
GAB3	586					
BTN2A3P	586					
GBP5	586					
TMPRSS13	586					
CTPS2	586					
9-Sep	586					
9-Sep	586					
9-Sep	586					
ZNF732	585					
BEST1	585					
IVL	585					
CD96	585					
GAD2	585					
LGALS3BP	585					
MPP3	585					
FZD5	585					
YTHDF3	585					
ZNF614	585					
FAM13C	585					
DENND6B	585					
